Brand,Name,Picture,Year,Categorys,Note,,
Amouage,Al Andalus,,,"[""Oriental"", ""Citrus"", ""Spicy"", ""Fruity"", ""Woody""]","{""middle"":[""Geranium"",""Clary sage"",""Lily of the valley""],""base"":[""Oakmoss"",""Musk"",""Sandalwood""],""top"":[""Orange blossom"",""Lemon"",""Rosemary""]}",,
Amouage,Al Mas,,,"[""Sweet"", ""Woody"", ""Oriental"", ""Spicy"", ""Gourmand""]","{""middle"":[""Saffron"",""Musk"",""Amber"",""Vanilla""],""base"":[""Cedar"",""Oud"",""Sandalwood""],""top"":[""Rose"",""Spices""]}",,
Amouage,Amber Sogara,,,"[""Oriental"", ""Resinous"", ""Animal"", ""Aquatic"", ""Powdery""]","{""middle"":[""Rosa centifolia""],""base"":[""Ambrette""],""top"":[""Aldehydes""]}",,
Amouage,Amouage Amouage 1983 Eau de Toilette,,,"[""Floral"", ""Chypre"", ""Spicy"", ""Powdery"", ""Sweet""]","{""middle"":[""Cistus"",""Myrrh"",""Omani white frankincense"",""Patchouli"",""Sandalwood"",""Iris""],""base"":[""Musk"",""Ambergris"",""Civet""],""top"":[""Apricot"",""Lily of the valley"",""Rose"",""Jasmine"",""Lime"",""Peach""]}",,
Amouage,Arcus,,,"[""Fresh"", ""Floral"", ""Green"", ""Spicy"", ""Citrus""]","{""middle"":[""Cyclamen"",""Geranium"",""Basil"",""Lavender""],""base"":[""Amber"",""Lychee"",""Patchouli"",""Teakwood""],""top"":[""Lime"",""Bergamot"",""Fig leaf""]}",,
Amouage,Ashore,,,"[""Floral"", ""Creamy"", ""Spicy"", ""Fresh"", ""Sweet""]","{""middle"":[""Jasmine sambac absolute"",""Solar note"",""Rose absolute""],""base"":[""Ambergris"",""Frankincense absolute"",""Sandalwood""],""top"":[""Curcuma leaf"",""Cardamom"",""Pink pepper CO2""]}",,
Amouage,Asrar,,,"[""Spicy"", ""Oriental"", ""Sweet"", ""Resinous"", ""Woody""]","{""middle"":[""Ambergris"",""Vanilla""],""base"":[""Oud"",""Sandalwood"",""Moss""],""top"":[""Saffron"",""Spices""]}",,
Amouage,Badr Al Badour,,,"[""Woody"", ""Floral"", ""Fresh"", ""Resinous"", ""Smoky""]","{""middle"":[""Burmese oud"",""Cambodian oud""],""base"":[""Sandalwood"",""Indian oud""],""top"":[""Bulgarian rose"",""Amber""]}",,
Amouage,Bahjah,,,"[""Citrus"", ""Fresh"", ""Woody"", ""Green"", ""Oriental""]","{""middle"":[""Ambergris"",""Ylang-ylang""],""base"":[""Sandalwood"",""Lily of the valley""],""top"":[""Lemon blossom"",""Orange blossom""]}",,
Amouage,Basmah,,,"[""Sweet"", ""Fruity"", ""Floral"", ""Resinous"", ""Woody""]","{""middle"":[""Rose"",""Musk""],""base"":[""Sandalwood"",""Cambodian oud"",""White musk""],""top"":[""Citrus fruits"",""Amber""]}",,
Amouage,Beach Hut Man,,,"[""Green"", ""Fresh"", ""Woody"", ""Spicy"", ""Fougère""]","{""middle"":[""Ivy"",""Moss"",""Vetiver""],""base"":[""Dry woods"",""Myrrh"",""Patchouli""],""top"":[""Mint"",""Galbanum"",""Orange blossom""]}",,
Amouage,Beach Hut Woman,,,"[""Woody"", ""Spicy"", ""Floral"", ""Aquatic"", ""Synthetic""]","{""middle"":[""Ylang-ylang"",""Driftwood""],""base"":[""Cashmeran"",""Patchouli""],""top"":[""Mineral notes"",""Bergamot""]}",,
Amouage,Beloved Man,,,"[""Woody"", ""Spicy"", ""Oriental"", ""Sweet"", ""Floral""]","{""middle"":[""Iris"",""Saffron"",""Geranium"",""Jasmine""],""base"":[""Musk"",""Patchouli"",""Cedarwood"",""Gaiac wood"",""Leather"",""Vetiver""],""top"":[""Elemi resin"",""Grapefruit"",""Orange""]}",,
Amouage,Beloved Woman,,,"[""Spicy"", ""Floral"", ""Oriental"", ""Woody"", ""Animal""]","{""middle"":[""Everlasting flower"",""Frankincense"",""Cistus"",""Patchouli"",""Benzoin"",""Violet"",""Ylang-ylang""],""base"":[""Cedarwood"",""Civet"",""Leather"",""Musk"",""Sandalwood"",""Amber"",""Castoreum"",""Vanilla"",""Caramel""],""top"":[""Chamomile"",""Clary sage"",""Jasmine"",""Cardamom"",""Lavender"",""Rose""]}",,
Amouage,Blossom Love Amouage 2017 Eau de Parfum,,,"[""Floral"", ""Sweet"", ""Creamy"", ""Fruity"", ""Powdery""]","{""middle"":[""Ylang-ylang"",""Amaretto"",""Vanilla""],""base"":[""Cashmeran"",""Tonka bean"",""Sandalwood""],""top"":[""Cherry blossom nectar"",""Rose liqueur""]}",,
Amouage,Blossom Love Amouage 2019 Hair Mist,,,"[""Smoky"", ""Sweet"", ""Gourmand"", ""Powdery"", ""Oriental""]","{""middle"":[""Ylang-ylang"",""Amaretto"",""Vanilla""],""base"":[""Cashmeran"",""Tonka bean"",""Sandalwood""],""top"":[""Cherry blossom nectar"",""Rose liqueur""]}",,
Amouage,Boundless,,,"[""Spicy"", ""Woody"", ""Oriental"", ""Resinous"", ""Sweet""]","{""middle"":[""Bourbon vanilla absolute"",""Benzoin"",""Bourbon vanilla CO2""],""base"":[""Myrrh"",""Tobacco absolute"",""Frankincense"",""Frankincense absolute"",""Gaiac wood"",""Vetiver"",""Patchouli"",""Cocoa absolute"",""Oakmoss absolute"",""Papyrus""],""top"":[""Cardamom"",""Ginger CO2"",""Blood orange"",""Elemi resin""]}",,
Amouage,Bracken Man,,,"[""Spicy"", ""Woody"", ""Green"", ""Fougère"", ""Earthy""]","{""middle"":[""Cinnamon"",""Cedarwood"",""Geranium"",""Sandalwood""],""base"":[""Patchouli"",""Musk""],""top"":[""Provençal lavender"",""Clove"",""Cypress"",""Nutmeg"",""Bergamot"",""Lemon""]}",,
Amouage,Bracken Woman,,,"[""Green"", ""Floral"", ""Spicy"", ""Fresh"", ""Fruity""]","{""middle"":[""Chamomile"",""Narcissus"",""Smoked leather"",""Lily""],""base"":[""Birch"",""Vetiver"",""Patchouli""],""top"":[""Wild berries""]}",,
Amouage,Ciel Man,,,"[""Floral"", ""Fresh"", ""Spicy"", ""Woody"", ""Fruity""]","{""middle"":[""Jasmine"",""Cardamom"",""Cinnamon"",""Nutmeg"",""Peach""],""base"":[""Sandalwood"",""Frankincense"",""Cedar"",""Vetiver"",""Patchouli""],""top"":[""Lavender"",""Bergamot"",""Rose"",""Lily of the valley""]}",,
Amouage,Ciel Woman,,,"[""Floral"", ""Fresh"", ""Powdery"", ""Creamy"", ""Sweet""]","{""middle"":[""Jasmine"",""Peach aldehyde"",""Water lily"",""Rose""],""base"":[""Musk"",""Cedarwood"",""Sandalwood"",""Amber"",""Frankincense""],""top"":[""Gardenia"",""Violet leaf"",""Cyclamen""]}",,
Amouage,Cirrus,,,"[""Fresh"", ""Citrus"", ""Fruity"", ""Synthetic"", ""Spicy""]","{""middle"":[""Cypress"",""Geranium"",""Lavender""],""base"":[""Cedarwood"",""Oakmoss"",""Amber"",""Musk"",""Patchouli"",""Sandalwood""],""top"":[""Green apple"",""Mandarin orange"",""Lemon zest"",""Blackcurrant""]}",,
Amouage,Crimson Rocks,,,"[""Spicy"", ""Woody"", ""Floral"", ""Oriental"", ""Sweet""]","{""middle"":[""Jujube honey"",""Rose Essential™"",""Rose Ultimate Extract™""],""base"":[""Atlas cedar"",""Oak wood CO2"",""Vetiver""],""top"":[""Pink pepper CO2""]}",,
Amouage,Cristal & Gold Woman,,,"[""Floral"", ""Spicy"", ""Citrus"", ""Animal"", ""Resinous""]","{""middle"":[""Damask rose"",""Heliotrope"",""Iris"",""Jasmine"",""Ylang-ylang""],""base"":[""Ambergris"",""Bourbon vanilla"",""Civet"",""Labdanum"",""Sandalwood"",""Vetiver""],""top"":[""Aldehydes"",""Bergamot"",""Frankincense"",""Neroli"",""Petitgrain""]}",,
Amouage,Dia 40,,,"[""Floral"", ""Creamy"", ""Fresh"", ""Powdery"", ""Chypre""]","{""middle"":[""Carnation"",""Cistus"",""Tarragon"",""Ylang-ylang"",""Bay leaf"",""Orange blossom"",""Rose""],""base"":[""Iris"",""Sandalwood"",""Amyris"",""Gaiac wood""],""top"":[""Cyclamen aldehyde"",""Violet leaf"",""Blackcurrant"",""Musk""]}",,
Amouage,Dia Man,,,"[""Woody"", ""Spicy"", ""Oriental"", ""Floral"", ""Powdery""]","{""middle"":[""Plum blossom"",""Peony"",""Ylang-ylang"",""Iris""],""base"":[""Vetiver"",""Brazilian rosewood"",""Amber"",""Leather"",""Patchouli""],""top"":[""Cardamom"",""Frankincense"",""Labdanum"",""Bitter orange""]}",,
Amouage,Dia Woman Amouage 2002 Eau de Parfum,,,"[""Floral"", ""Powdery"", ""Fresh"", ""Spicy"", ""Creamy""]","{""middle"":[""Peach blossom"",""Iris"",""Orange blossom absolute"",""Peony"",""Rose""],""base"":[""White musk"",""Heliotrope"",""Frankincense"",""Sandalwood"",""Cedar"",""Gaiac wood"",""Vanilla""],""top"":[""Bergamot"",""Cyclamen"",""Sage"",""Tarragon"",""Violet leaf"",""Fig""]}",,
Amouage,Dia Woman Amouage 2002 Extrait de Parfum,,,"[""Floral"", ""Powdery"", ""Fresh"", ""Creamy"", ""Woody""]","{""middle"":[""Peach blossom"",""Iris"",""Orange blossom absolute"",""Peony"",""Rose""],""base"":[""White musk"",""Heliotrope"",""Frankincense"",""Sandalwood"",""Cedar"",""Gaiac wood"",""Vanilla""],""top"":[""Bergamot"",""Cyclamen"",""Sage"",""Tarragon"",""Violet leaf"",""Fig""]}",,
Amouage,Eau d'Amouage,,,"[""Floral"", ""Fruity"", ""Fresh"", ""Oriental"", ""Sweet""]","{""middle"":[""Peony"",""Ylang-ylang"",""Magnolia""],""base"":[""Amber"",""Musk"",""Sandalwood"",""Vetiver""],""top"":[""Mango"",""Papaya"",""Peach""]}",,
Amouage,Eidyya,,,"[""Floral"", ""Spicy"", ""Sweet"", ""Oriental"", ""Woody""]","{""middle"":[""Saffron"",""Jasmine""],""base"":[""Spices""],""top"":[""Rose"",""Oud""]}",,
Amouage,Enclave,,,"[""Spicy"", ""Fresh"", ""Woody"", ""Green"", ""Sweet""]","{""middle"":[""Frankincense"",""Patchouli"",""Rose absolute"",""Vetiver""],""base"":[""Amber Xtreme™"",""Labdanum"",""Saffiano™""],""top"":[""Spearmint"",""Cardamom"",""Cinnamon"",""Pink pepper CO2""]}",,
Amouage,Epic 56,,,"[""Spicy"", ""Oriental"", ""Woody"", ""Floral"", ""Resinous""]","{""middle"":[""Geranium"",""Jasmine tea"",""Rosa centifolia""],""base"":[""Frankincense"",""Sandalwood"",""Amber"",""Gaiac wood"",""Musk"",""Vanilla"",""Iris"",""Oud"",""Patchouli""],""top"":[""Cumin"",""Pink pepper"",""Cinnamon""]}",,
Amouage,Epic Man,,,"[""Spicy"", ""Woody"", ""Oriental"", ""Smoky"", ""Resinous""]","{""middle"":[""Myrrh"",""Geranium""],""base"":[""Frankincense"",""Leather"",""Castoreum"",""Cedarwood"",""Oud"",""Musk"",""Patchouli"",""Sandalwood""],""top"":[""Frankincense"",""Pink pepper"",""Cardamom"",""Myrtle"",""Nutmeg"",""Cumin"",""Mace"",""Saffron""]}",,
Amouage,Epic Woman Amouage 2009 Eau de Parfum,,,"[""Spicy"", ""Oriental"", ""Woody"", ""Floral"", ""Smoky""]","{""middle"":[""Damask rose"",""Geranium"",""Tea"",""Jasmine""],""base"":[""Frankincense"",""Patchouli"",""White musk"",""Amber"",""Bourbon vanilla"",""Gaiac wood"",""Iris"",""Oud"",""Sandalwood""],""top"":[""Pink pepper"",""Cumin"",""Cinnamon""]}",,
Amouage,Epic Woman Amouage 2009 Extrait de Parfum,,,"[""Spicy"", ""Oriental"", ""Floral"", ""Resinous"", ""Woody""]","{""middle"":[""Damask rose"",""Geranium"",""Tea"",""Jasmine""],""base"":[""Frankincense"",""Patchouli"",""White musk"",""Amber"",""Bourbon vanilla"",""Gaiac wood"",""Iris"",""Oud"",""Sandalwood""],""top"":[""Pink pepper"",""Cumin"",""Cinnamon""]}",,
Amouage,Esprit d'Amouage,,,"[""Floral"", ""Fruity"", ""Spicy"", ""Sweet"", ""Fresh""]","{""middle"":[""Freesia"",""Jasmine"",""Magnolia"",""Rose""],""base"":[""Labdanum"",""Benzoin"",""Sandalwood"",""Vanilla"",""Amber""],""top"":[""Apricot"",""Bay leaf"",""Cardamom"",""Red berries""]}",,
Amouage,Farah,,,"[""Woody"", ""Floral"", ""Spicy"", ""Leathery"", ""Citrus""]","{""middle"":[""Saffron""],""base"":[""Amber"",""Sandalwood""],""top"":[""Oud"",""Rose"",""Spices""]}",,
Amouage,Fate Man,,,"[""Spicy"", ""Oriental"", ""Woody"", ""Smoky"", ""Resinous""]","{""middle"":[""Everlasting flower"",""Copaiba balsam"",""Frankincense resin"",""Rose"",""Cistus"",""French spike lavender""],""base"":[""Liquorice"",""Labdanum"",""Cedarwood"",""Sandalwood"",""Musk"",""Tonka bean""],""top"":[""Cumin"",""Saffron"",""Absinth"",""Mandarin orange"",""Ginger""]}",,
Amouage,Fate Woman Amouage 2013 Eau de Parfum,,,"[""Oriental"", ""Spicy"", ""Floral"", ""Resinous"", ""Sweet""]","{""middle"":[""Frankincense"",""Jasmine"",""Narcissus"",""Labdanum"",""Rose""],""base"":[""Frankincense"",""Oakmoss"",""Castoreum"",""Vanilla"",""Benzoin"",""Patchouli"",""Leather""],""top"":[""Cinnamon"",""Pepper"",""Bergamot"",""Chili""]}",,
Amouage,Fate Woman Amouage 2013 Extrait de Parfum,,,"[""Floral"", ""Oriental"", ""Powdery"", ""Smoky"", ""Sweet""]","{""middle"":[""Frankincense"",""Jasmine"",""Narcissus"",""Labdanum"",""Rose""],""base"":[""Frankincense"",""Oakmoss"",""Castoreum"",""Vanilla"",""Benzoin"",""Patchouli"",""Leather""],""top"":[""Cinnamon"",""Pepper"",""Bergamot"",""Chili""]}",,
Amouage,Figment Man,,,"[""Animal"", ""Earthy"", ""Woody"", ""Spicy"", ""Resinous""]","{""middle"":[""Animalic notes"",""Sandalwood"",""Vetiver""],""base"":[""Earthy notes"",""Gaiac wood"",""Labdanum""],""top"":[""Geranium"",""Lemon"",""Pink pepper""]}",,
Amouage,Figment Woman,,,"[""Floral"", ""Spicy"", ""Green"", ""Sweet"", ""Earthy""]","{""middle"":[""Jasmine sambac"",""Orange blossom"",""Tuberose"",""Ylang-ylang"",""Cassia""],""base"":[""Frankincense"",""Patchouli"",""Iris"",""Papyrus""],""top"":[""Gardenia"",""Sichuan pepper"",""Saffron""]}",,
Amouage,Gold Cologne Amouage Gentlemen's Cologne,,,"[""Floral"", ""Spicy"", ""Powdery"", ""Woody"", ""Oriental""]","{""middle"":[""Jasmine"",""Rose"",""Ylang-ylang"",""Geranium""],""base"":[""Sandalwood"",""Amber"",""Omani white frankincense"",""Patchouli""],""top"":[""Lemon"",""Orange"",""Citrus notes""]}",,
Amouage,Gold Man,,,"[""Floral"", ""Animal"", ""Spicy"", ""Oriental"", ""Powdery""]","{""middle"":[""Jasmine"",""Iris"",""Myrrh""],""base"":[""Civet"",""Oakmoss"",""Ambergris"",""Cedarwood"",""Mysore sandalwood"",""Patchouli"",""White musk""],""top"":[""Lily of the valley"",""Omani cistus"",""Omani green frankincense""]}",,
Amouage,Gold Woman Amouage Eau de Parfum,,,"[""Floral"", ""Oriental"", ""Powdery"", ""Spicy"", ""Woody""]","{""middle"":[""Myrrh"",""Grasse jasmine"",""Florentine iris""],""base"":[""Ambergris"",""Musk"",""Cedar"",""Civet"",""Sandalwood"",""Oakmoss"",""Patchouli""],""top"":[""Rose"",""Lily of the valley"",""Frankincense""]}",,
Amouage,Gold Woman Amouage Extrait de Parfum,,,"[""Floral"", ""Spicy"", ""Animal"", ""Oriental"", ""Sweet""]","{""middle"":[""Myrrh"",""Grasse jasmine"",""Florentine iris""],""base"":[""Ambergris"",""Musk"",""Cedar"",""Civet"",""Sandalwood"",""Oakmoss"",""Patchouli""],""top"":[""Rose"",""Lily of the valley"",""Frankincense""]}",,
Amouage,Guidance 46,,,"[""Fruity"", ""Sweet"", ""Floral"", ""Creamy"", ""Spicy""]","{""middle"":[""Osmanthus"",""Rose"",""Jasmine sambac"",""Saffron""],""base"":[""Vanilla"",""Akigalawood®"",""Ambrette"",""Cistus"",""Georgywood®"",""Sandalwood"",""Ambergris"",""Cypriol""],""top"":[""Pear"",""Hazelnut"",""Rose water"",""Frankincense"",""Bitter almond"",""Pink pepper""]}",,
Amouage,Guidance,,,"[""Sweet"", ""Creamy"", ""Floral"", ""Fruity"", ""Spicy""]","{""middle"":[""Osmanthus"",""Rose"",""Jasmine sambac"",""Saffron""],""base"":[""Akigalawood®"",""Sandalwood"",""Vanilla"",""Ambergris"",""Cistus""],""top"":[""Pear"",""Hazelnut"",""Frankincense""]}",,
Amouage,Homage,,,"[""Floral"", ""Oriental"", ""Spicy"", ""Smoky"", ""Woody""]","{""middle"":[""Jasmine"",""Oud""],""base"":[""Orange"",""Lemon"",""Sandalwood""],""top"":[""Frankincense"",""Rose""]}",,
Amouage,Honour 43,,,"[""Floral"", ""Creamy"", ""Fresh"", ""Sweet"", ""Green""]","{""middle"":[""Tuberose"",""Gardenia"",""Jasmine"",""Carnation"",""Lily of the valley""],""base"":[""Opoponax"",""Sandalwood"",""Frankincense"",""Labdanum"",""Leather"",""Vetiver""],""top"":[""Rhubarb leaf"",""Coriander"",""Pepper""]}",,
Amouage,Honour Man,,,"[""Spicy"", ""Woody"", ""Resinous"", ""Oriental"", ""Smoky""]","{""middle"":[""Geranium"",""Nutmeg""],""base"":[""Vetiver"",""Cedar"",""Frankincense resin"",""Tonka bean absolute"",""Musk"",""Patchouli""],""top"":[""Black pepper"",""Pink pepper""]}",,
Amouage,Honour Woman Amouage 2011 Eau de Parfum,,,"[""Floral"", ""Fresh"", ""Spicy"", ""Sweet"", ""Creamy""]","{""middle"":[""Gardenia"",""Tuberose"",""Jasmine"",""Lily of the valley"",""Carnation""],""base"":[""Amber"",""Opoponax"",""Vetiver"",""Frankincense"",""Leather""],""top"":[""Rhubarb"",""Black pepper"",""Coriander""]}",,
Amouage,Honour Woman Amouage 2011 Extrait de Parfum,,,"[""Fresh"", ""Floral"", ""Creamy"", ""Spicy"", ""Sweet""]","{""middle"":[""Gardenia"",""Tuberose"",""Jasmine"",""Lily of the valley"",""Carnation""],""base"":[""Amber"",""Opoponax"",""Vetiver"",""Frankincense"",""Leather""],""top"":[""Rhubarb"",""Black pepper"",""Coriander""]}",,
Amouage,Imitation Man,,,"[""Floral"", ""Leathery"", ""Spicy"", ""Woody"", ""Powdery""]","{""middle"":[""Violet"",""Turkish rose absolute"",""Iris""],""base"":[""Leather"",""Patchouli"",""Myrrh"",""Vetiver"",""Castoreum""],""top"":[""Black pepper"",""Citron"",""Nutmeg""]}",,
Amouage,Imitation Woman,,,"[""Floral"", ""Fruity"", ""Sweet"", ""Spicy"", ""Green""]","{""middle"":[""Blackcurrant bud"",""Aldehydes"",""Liquorice""],""base"":[""Sandalwood"",""Frankincense"",""Patchouli""],""top"":[""Jasmine"",""Orange blossom"",""Rose"",""Ylang-ylang""]}",,
Amouage,Incense Rori,,,"[""Resinous"", ""Spicy"", ""Woody"", ""Smoky"", ""Sweet""]","{""middle"":[""Cedarwood""],""base"":[""Oakmoss""],""top"":[""Frankincense""]}",,
Amouage,Interlude 53,,,"[""Smoky"", ""Spicy"", ""Oriental"", ""Woody"", ""Resinous""]","{""middle"":[""Frankincense"",""Opoponax"",""Amber"",""Cistus""],""base"":[""Leather"",""Oud"",""Patchouli"",""Sandalwood""],""top"":[""Oregano"",""Pimento"",""Bergamot""]}",,
Amouage,Interlude Black Iris,,,"[""Smoky"", ""Spicy"", ""Woody"", ""Oriental"", ""Resinous""]","{""middle"":[""Frankincense"",""Myrrh"",""Orris butter"",""Amber"",""Cistus"",""Florentine iris absolute"",""Vanilla""],""base"":[""Cedarwood"",""Patchouli"",""Sandalwood"",""Smoked leather"",""Oud""],""top"":[""Rosemary"",""Violet leaf"",""Bergamot""]}",,
Amouage,Interlude Man,,,"[""Smoky"", ""Spicy"", ""Oriental"", ""Woody"", ""Resinous""]","{""middle"":[""Frankincense"",""Opoponax"",""Amber"",""Cistus""],""base"":[""Leather"",""Oud"",""Patchouli"",""Sandalwood""],""top"":[""Oregano"",""Pimento"",""Bergamot""]}",,
Amouage,Interlude Woman Amouage 2012 Eau de Parfum,,,"[""Spicy"", ""Woody"", ""Oriental"", ""Floral"", ""Resinous""]","{""middle"":[""Everlasting flower"",""Frankincense"",""Opoponax"",""Orange blossom"",""Rose absolute"",""Jasmine""],""base"":[""Amber"",""Benzoin"",""Sandalwood"",""Animalic notes"",""Leather"",""Musk"",""Oakmoss"",""Oud"",""Tonka bean"",""Vanilla""],""top"":[""Tagetes"",""Ginger"",""Grapefruit"",""Bergamot""]}",,
Amouage,Interlude Woman Amouage Extrait de Parfum,,,"[""Woody"", ""Spicy"", ""Sweet"", ""Leathery"", ""Oriental""]","{""middle"":[""Everlasting flower"",""Frankincense"",""Opoponax"",""Orange blossom"",""Rose absolute"",""Jasmine""],""base"":[""Amber"",""Benzoin"",""Sandalwood"",""Animalic notes"",""Leather"",""Musk"",""Oakmoss"",""Oud"",""Tonka bean"",""Vanilla""],""top"":[""Tagetes"",""Ginger"",""Grapefruit"",""Bergamot""]}",,
Amouage,Journey Man,,,"[""Spicy"", ""Smoky"", ""Woody"", ""Oriental"", ""Resinous""]","{""middle"":[""Juniper berry"",""Frankincense resin"",""Tobacco"",""Geraniol""],""base"":[""Cypriol"",""Ambrox"",""Leather"",""Tonka bean""],""top"":[""Sichuan pepper"",""Bitter orange"",""Cardamom"",""Bergamot"",""Neroli""]}",,
Amouage,Journey Woman,,,"[""Spicy"", ""Sweet"", ""Floral"", ""Oriental"", ""Fruity""]","{""middle"":[""Honey"",""Jasmine sambac"",""Cedarwood"",""Mimosa""],""base"":[""Cypriol"",""Musk"",""Pipe tobacco"",""Saffron"",""Vanilla""],""top"":[""Jasmine tea"",""Osmanthus"",""Apricot"",""Cardamom"",""Nutmeg""]}",,
Amouage,Jubilation 25 Woman Amouage 2007 Eau de Parfum,,,"[""Spicy"", ""Oriental"", ""Floral"", ""Resinous"", ""Chypre""]","{""middle"":[""Davana"",""Frankincense"",""Labdanum"",""Turkish rose otto absolute""],""base"":[""Myrrh"",""Musk"",""Amber"",""Vetiver"",""Patchouli""],""top"":[""Ylang-ylang"",""Tarragon"",""Lemon"",""Rose""]}",,
Amouage,Jubilation 25 Woman Amouage Extrait de Parfum,,,"[""Chypre"", ""Smoky"", ""Animal"", ""Citrus"", ""Spicy""]","{""middle"":[""Davana"",""Frankincense"",""Labdanum"",""Turkish rose otto absolute""],""base"":[""Myrrh"",""Musk"",""Amber"",""Vetiver"",""Patchouli""],""top"":[""Ylang-ylang"",""Tarragon"",""Lemon"",""Rose""]}",,
Amouage,Jubilation 40,,,"[""Oriental"", ""Woody"", ""Spicy"", ""Fruity"", ""Resinous""]","{""middle"":[""Bay rum"",""Cinnamon"",""Clove"",""Celery seed"",""Frankincense"",""Rose"",""Scotch broom""],""base"":[""Opoponax"",""Myrrh"",""Oud"",""Ambergris"",""Cedarwood"",""Cistus"",""Moss"",""Musk"",""Patchouli"",""Gaiac wood""],""top"":[""Blackberry"",""Blackcurrant"",""Davana"",""Labdanum"",""Orange"",""Rosemary""]}",,
Amouage,Jubilation XXV Man,,,"[""Oriental"", ""Spicy"", ""Woody"", ""Fruity"", ""Resinous""]","{""middle"":[""Clove"",""Cinnamon"",""Gaiac wood"",""Honey"",""Laurel"",""Rose"",""Celery seed"",""Orchid""],""base"":[""Myrrh"",""Oud"",""Atlas cedar"",""Moss"",""Musk"",""Omanian ambergris"",""Opoponax"",""Patchouli"",""Tree moss"",""Immortelle""],""top"":[""Blackberry"",""Frankincense"",""Coriander"",""Davana"",""Labdanum"",""Orange""]}",,
Amouage,Library Collection - Opus I,,,"[""Floral"", ""Spicy"", ""Oriental"", ""Woody"", ""Sweet""]","{""middle"":[""Jasmine"",""Tuberose"",""Ylang-ylang"",""Rose"",""Lily of the valley""],""base"":[""Gaiac wood"",""Cedar"",""Frankincense"",""Papyrus"",""Sandalwood"",""Vetiver"",""Tonka bean""],""top"":[""Cardamom"",""Plum"",""Bitter orange""]}",,
Amouage,Library Collection - Opus II,,,"[""Spicy"", ""Woody"", ""Fresh"", ""Oriental"", ""Fougère""]","{""middle"":[""Cardamom"",""Cinnamon"",""Jasmine"",""Rose""],""base"":[""Frankincense"",""Cedarwood"",""Patchouli"",""Amber"",""Musk""],""top"":[""Absinth"",""Bay leaf"",""Lavender"",""Pink pepper""]}",,
Amouage,Library Collection - Opus III,,,"[""Floral"", ""Spicy"", ""Powdery"", ""Oriental"", ""Woody""]","{""middle"":[""Violet"",""Orange blossom"",""Jasmine"",""Ylang-ylang""],""base"":[""Ambrette"",""Benzoin"",""Cedar"",""Gaiac wood"",""Musk"",""Papyrus"",""Sandalwood"",""Vanilla""],""top"":[""Carnation"",""Mimosa"",""Nutmeg"",""Broom"",""Thyme""]}",,
Amouage,Library Collection - Opus IV,,,"[""Spicy"", ""Resinous"", ""Oriental"", ""Smoky"", ""Woody""]","{""middle"":[""Cumin"",""Cardamom"",""Elemi resin"",""Rose hip"",""Rose"",""Violet leaf""],""base"":[""Frankincense"",""Labdanum"",""Peru balsam"",""Musk""],""top"":[""Coriander"",""Grapefruit"",""Mandarin orange"",""Lemon""]}",,
Amouage,Library Collection - Opus IX,,,"[""Floral"", ""Animal"", ""Spicy"", ""Woody"", ""Leathery""]","{""middle"":[""Beeswax"",""Leather"",""Gaiac wood""],""base"":[""Civet"",""Ambergris"",""Vetiver""],""top"":[""Jasmine"",""Camellia"",""Black pepper""]}",,
Amouage,Library Collection - Opus VI,,,"[""Spicy"", ""Oriental"", ""Woody"", ""Resinous"", ""Smoky""]","{""middle"":[""Patchouli"",""Nagarmotha""],""base"":[""Ambranum"",""Sandalwood"",""Gum rockrose""],""top"":[""Frankincense"",""Laurel"",""Pepper""]}",,
Amouage,Library Collection - Opus VIII,,,"[""Floral"", ""Spicy"", ""Woody"", ""Oriental"", ""Resinous""]","{""middle"":[""Gaiac wood"",""Saffron"",""Frankincense"",""Ginger"",""Vetiver""],""base"":[""Balsam"",""Benzoin"",""Bay rum""],""top"":[""Indian jasmine sambac"",""Comorian ylang-ylang"",""Morrocan orange blossom""]}",,
Amouage,Library Collection - Opus X,,,"[""Floral"", ""Spicy"", ""Synthetic"", ""Woody"", ""Leathery""]","{""middle"":[""Geranium"",""Varnish"",""Leather""],""base"":[""Metallic notes"",""Laotian oud"",""Ambrarome"",""Ylang-ylang""],""top"":[""Rose oxide"",""Rosebud"",""Rosa centifolia"",""Rose""]}",,
Amouage,Library Collection - Opus XI,,,"[""Woody"", ""Leathery"", ""Spicy"", ""Oriental"", ""Resinous""]","{""middle"":[""Oud""],""base"":[""Woodleather®"",""Styrax""],""top"":[""Marjoram""]}",,
Amouage,Lilac Love Amouage 2016 Eau de Parfum,,,"[""Floral"", ""Powdery"", ""Sweet"", ""Creamy"", ""Gourmand""]","{""middle"":[""Tonka bean"",""Cocoa"",""Orris concrete""],""base"":[""Vanilla"",""Patchouli"",""Sandalwood""],""top"":[""Heliotrope"",""Lilac"",""Gardenia"",""Peony""]}",,
Amouage,Lilac Love Amouage 2019 Hair Mist,,,"[""Sweet"", ""Floral"", ""Creamy"", ""Powdery""]","{""middle"":[""Tonka bean"",""Cocoa"",""Orris concrete""],""base"":[""Vanilla"",""Patchouli"",""Sandalwood""],""top"":[""Heliotrope"",""Lilac"",""Gardenia"",""Peony""]}",,
